Id,RiskId,Provider,Species,AnnualPremium,ClaimLimit,AnnualClaimLimit,ExcessLimit,ExcessCoPaymentLimit,UkOnlyCallCentres,DeathByAccident,BoardingFees,LostOrStolen,AdvertisingLimit,ThirdPartyLiability,ThirdPartyLiabilityExcess,HourClaimsService24,VetAdviceLine,LegalAdvice,CoverCategory,CoverStartDate,BereavementCounselling,DeathByIllness,QuarantineCosts,LossOfPetPassport,SetUpFees,AdjustmentFee,DuplicateDocumentsFee,CancellationFee,RenewalFee,TimeStamp,VetFees,VetFeesExcess,MonthlyPremiumInstalment,NumberOfMonthlyInstalments,InstalmentDeposit
269524178,73882,Swinton Essentials,Cat,447.28,No limit,"£7,000",£99,N/A,True,False,£500,False,False,False,False,False,True,False,Lifetime,2024-09-09,True,False,False,False,0,0,0,0,0,2024-09-08 03:12:38,"Covered each year up to no limit per condition with £7,000 yearly limit",You'll pay £99 per condition per year,37.27,12,0
269524179,73882,Tesco,Cat,72.18,"£3,000",Unlimited,£120,20%,True,"£1,500","£1,000","£1,500","£1,000",False,False,False,True,True,Time Limited,2024-09-09,True,"£1,500","Up to £1,500",Up to £250,0,0,0,0,0,2024-09-08 03:12:38,"Covered for up to £3,000 per condition with unlimited number of conditions",You'll pay both £120 per condition per year & 20% of the remaining claim,6.02,12,0
269524180,73882,Tesco,Cat,84.97,"£4,000",Unlimited,£120,20%,True,"£1,500","£1,000","£1,500","£1,000",False,False,False,True,True,Max Benefit,2024-09-09,True,"£1,500","Up to £1,500",Up to £250,0,0,0,0,0,2024-09-08 03:12:38,"Covered for up to £4,000 per condition with unlimited number of conditions",You'll pay both £120 per condition per year & 20% of the remaining claim,7.09,12,0
269524181,73882,Tesco,Cat,104.92,"£7,500",Unlimited,£120,20%,True,"£1,500","£1,000","£1,500","£1,000",False,False,False,True,True,Max Benefit,2024-09-09,True,"£1,500","Up to £1,500",Up to £250,0,0,0,0,0,2024-09-08 03:12:38,"Covered for up to £7,500 per condition with unlimited number of conditions",You'll pay both £120 per condition per year & 20% of the remaining claim,8.75,12,0
269524182,73882,Tesco,Cat,111.21,No limit,"£7,500",£120,20%,True,"£1,500","£1,000","£1,500","£1,000",False,False,False,True,True,Lifetime,2024-09-09,True,"£1,500","Up to £1,500",Up to £250,0,0,0,0,0,2024-09-08 03:12:38,"Covered each year up to no limit per condition with £7,500 yearly limit",You'll pay both £120 per condition per year & 20% of the remaining claim,9.27,12,0
269524183,73882,Tesco,Cat,121.67,No limit,"£10,000",£120,20%,True,"£1,500","£1,000","£1,500","£1,000",False,False,False,True,True,Lifetime,2024-09-09,True,"£1,500","Up to £1,500",Up to £250,0,0,0,0,0,2024-09-08 03:12:38,"Covered each year up to no limit per condition with £10,000 yearly limit",You'll pay both £120 per condition per year & 20% of the remaining claim,10.14,12,0
269524184,73882,Tesco,Cat,93.8,No limit,"£4,000",£120,20%,True,"£1,500","£1,000","£1,500","£1,000",False,False,False,True,True,Lifetime,2024-09-09,True,"£1,500","Up to £1,500",Up to £250,0,0,0,0,0,2024-09-08 03:12:38,"Covered each year up to no limit per condition with £4,000 yearly limit",You'll pay both £120 per condition per year & 20% of the remaining claim,7.82,12,0
269524185,73882,Tesco,Cat,68.36,No limit,"£2,000",£120,20%,True,"£1,500","£1,000","£1,500","£1,000",False,False,False,True,True,Lifetime,2024-09-09,True,"£1,500","Up to £1,500",Up to £250,0,0,0,0,0,2024-09-08 03:12:38,"Covered each year up to no limit per condition with £2,000 yearly limit",You'll pay both £120 per condition per year & 20% of the remaining claim,5.7,12,0
269524186,73882,VetsMediCover,Cat,202.11,No limit,"£4,000",£90,10%,True,£350,£200,£350,£87.50,False,False,False,True,False,Lifetime,2024-09-09,False,£350,False,False,0,0,0,0,0,2024-09-08 03:12:38,"Covered each year up to no limit per condition with £4,000 yearly limit",You'll pay both £90 per condition per year & 10% of the remaining claim,16.84,12,0
269524187,73882,VetsMediCover,Cat,233.04,No limit,"£6,000",£90,10%,True,£500,£200,£500,£125,False,False,False,True,False,Lifetime,2024-09-09,False,£500,False,False,0,0,0,0,0,2024-09-08 03:12:38,"Covered each year up to no limit per condition with £6,000 yearly limit",You'll pay both £90 per condition per year & 10% of the remaining claim,19.41,12,0
269524188,73882,VetsMediCover,Cat,249.44,No limit,"£10,000",£90,10%,True,£750,£200,£750,£187.50,False,False,False,True,False,Lifetime,2024-09-09,False,£750,False,False,0,0,0,0,0,2024-09-08 03:12:38,"Covered each year up to no limit per condition with £10,000 yearly limit",You'll pay both £90 per condition per year & 10% of the remaining claim,20.78,12,0
269524189,73882,Waggel,Cat,206.16,No limit,"£8,000",£250,N/A,True,"£1,000",False,"£1,000",False,False,False,True,True,False,Lifetime,2024-09-09,False,"£1,000",False,False,0,0,0,0,0,2024-09-08 03:12:38,"Covered each year up to no limit per condition with £8,000 yearly limit",You'll pay £250 per condition per year,17.18,12,0
269524190,73882,Waggel,Cat,331.08,No limit,"£10,000",£100,N/A,True,"£1,000",False,"£1,000",False,False,False,True,True,False,Lifetime,2024-09-09,False,"£1,000",False,False,0,0,0,0,0,2024-09-08 03:12:38,"Covered each year up to no limit per condition with £10,000 yearly limit",You'll pay £100 per condition per year,27.59,12,0
269524191,73882,Waggel,Cat,222.72,No limit,"£10,000",£250,N/A,True,"£1,000",False,"£1,000",False,False,False,True,True,False,Lifetime,2024-09-09,False,"£1,000",False,False,0,0,0,0,0,2024-09-08 03:12:38,"Covered each year up to no limit per condition with £10,000 yearly limit",You'll pay £250 per condition per year,18.56,12,0
269524192,73882,Waggel,Cat,77.52,No limit,"£1,000",£100,N/A,True,"£1,000",False,"£1,000",False,False,False,True,True,False,Lifetime,2024-09-09,False,"£1,000",False,False,0,0,0,0,0,2024-09-08 03:12:38,"Covered each year up to no limit per condition with £1,000 yearly limit",You'll pay £100 per condition per year,6.46,12,0
269524193,73882,Waggel,Cat,53.76,No limit,"£1,000",£250,N/A,True,"£1,000",False,"£1,000",False,False,False,True,True,False,Lifetime,2024-09-09,False,"£1,000",False,False,0,0,0,0,0,2024-09-08 03:12:38,"Covered each year up to no limit per condition with £1,000 yearly limit",You'll pay £250 per condition per year,4.48,12,0
269524195,73882,Waggel,Cat,87.24,No limit,"£2,000",£250,N/A,True,"£1,000",False,"£1,000",False,False,False,True,True,False,Lifetime,2024-09-09,False,"£1,000",False,False,0,0,0,0,0,2024-09-08 03:12:38,"Covered each year up to no limit per condition with £2,000 yearly limit",You'll pay £250 per condition per year,7.27,12,0
269524196,73882,Waggel,Cat,215.16,No limit,"£4,000",£100,N/A,True,"£1,000",False,"£1,000",False,False,False,True,True,False,Lifetime,2024-09-09,False,"£1,000",False,False,0,0,0,0,0,2024-09-08 03:12:38,"Covered each year up to no limit per condition with £4,000 yearly limit",You'll pay £100 per condition per year,17.93,12,0
269524197,73882,Waggel,Cat,144.72,No limit,"£4,000",£250,N/A,True,"£1,000",False,"£1,000",False,False,False,True,True,False,Lifetime,2024-09-09,False,"£1,000",False,False,0,0,0,0,0,2024-09-08 03:12:38,"Covered each year up to no limit per condition with £4,000 yearly limit",You'll pay £250 per condition per year,12.06,12,0
269524198,73882,Waggel,Cat,258.6,No limit,"£6,000",£100,N/A,True,"£1,000",False,"£1,000",False,False,False,True,True,False,Lifetime,2024-09-09,False,"£1,000",False,False,0,0,0,0,0,2024-09-08 03:12:38,"Covered each year up to no limit per condition with £6,000 yearly limit",You'll pay £100 per condition per year,21.55,12,0
269524199,73882,Waggel,Cat,174,No limit,"£6,000",£250,N/A,True,"£1,000",False,"£1,000",False,False,False,True,True,False,Lifetime,2024-09-09,False,"£1,000",False,False,0,0,0,0,0,2024-09-08 03:12:38,"Covered each year up to no limit per condition with £6,000 yearly limit",You'll pay £250 per condition per year,14.5,12,0
269524200,73882,Waggel,Cat,306.6,No limit,"£8,000",£100,N/A,True,"£1,000",False,"£1,000",False,False,False,True,True,False,Lifetime,2024-09-09,False,"£1,000",False,False,0,0,0,0,0,2024-09-08 03:12:38,"Covered each year up to no limit per condition with £8,000 yearly limit",You'll pay £100 per condition per year,25.55,12,0
269524514,52184,Admiral Pet,Dog,4340.64,"£2,000",Unlimited,£199,N/A,True,"£1,000",£750,"£1,000",£250,"£1,000,000",£250,True,True,False,Time Limited,2024-09-09,False,£0,False,False,0,0,0,0,0,2024-09-08 03:15:36,"Covered for up to £2,000 per condition with unlimited number of conditions",You'll pay £199 per condition,361.72,12,0
269524515,52184,Admiral Pet,Dog,7331.4,"£4,000",Unlimited,£199,N/A,True,"£1,500",£750,"£1,500",£250,"£1,000,000",£250,True,True,False,Time Limited,2024-09-09,False,£0,False,False,0,0,0,0,0,2024-09-08 03:15:36,"Covered for up to £4,000 per condition with unlimited number of conditions",You'll pay £199 per condition,610.95,12,0
269524516,52184,Admiral Pet,Dog,1999.2,No limit,"£2,000",£199,N/A,True,"£1,500",£750,"£1,500",£250,"£1,000,000",£250,True,True,False,Lifetime,2024-09-09,False,£0,False,False,0,0,0,0,0,2024-09-08 03:15:36,"Covered each year up to no limit per condition with £2,000 yearly limit",You'll pay £199 per condition per year,166.6,12,0
269524517,52184,Admiral Pet,Dog,3999.48,No limit,"£4,000",£199,N/A,True,"£2,000",£750,"£2,000",£250,"£1,000,000",£250,True,True,False,Lifetime,2024-09-09,False,£0,False,False,0,0,0,0,0,2024-09-08 03:15:36,"Covered each year up to no limit per condition with £4,000 yearly limit",You'll pay £199 per condition per year,333.29,12,0
269524518,52184,Admiral Pet,Dog,4998.6,No limit,"£5,000",£199,N/A,True,"£2,000",£750,"£2,000",£250,"£2,000,000",£250,True,True,False,Lifetime,2024-09-09,False,£0,False,False,0,0,0,0,0,2024-09-08 03:15:36,"Covered each year up to no limit per condition with £5,000 yearly limit",You'll pay £199 per condition per year,416.55,12,0
269524519,52184,Admiral Pet,Dog,9999.36,No limit,"£10,000",£199,N/A,True,"£3,000","£1,500","£3,000",£500,"£2,000,000",£250,True,True,False,Lifetime,2024-09-09,False,£0,False,False,0,0,0,0,0,2024-09-08 03:15:36,"Covered each year up to no limit per condition with £10,000 yearly limit",You'll pay £199 per condition per year,833.28,12,0
269524520,52184,Animal Friends,Dog,951.72,"£2,000","£7,000",£159,20%,True,£750,£750,£750,£200,"£2,000,000",£250,True,True,False,Time Limited,2024-09-09,False,False,False,False,0,0,0,0,0,2024-09-08 03:15:36,"Covered for up to £2,000 per condition with £7,000 yearly limit",You'll pay both £159 per condition & 20% of the remaining claim,79.31,12,0
269524521,52184,Animal Friends,Dog,1238.04,"£2,000",Unlimited,£199,20%,True,£750,£750,£750,£200,"£2,000,000",£250,True,True,False,Lifetime,2024-09-09,False,False,False,False,0,0,0,0,0,2024-09-08 03:15:36,"Covered each year up to £2,000 per condition with unlimited number of conditions",You'll pay both £199 per condition per year & 20% of the remaining claim,103.17,12,0
269524522,52184,Animal Friends,Dog,1791.96,"£4,000",Unlimited,£199,20%,True,"£1,000","£1,000","£1,000",£200,"£2,000,000",£250,True,True,False,Lifetime,2024-09-09,False,False,False,False,0,0,0,0,0,2024-09-08 03:15:36,"Covered each year up to £4,000 per condition with unlimited number of conditions",You'll pay both £199 per condition per year & 20% of the remaining claim,149.33,12,0
269524523,52184,Animal Friends,Dog,1448.88,"£4,000","£10,000",£159,20%,True,"£1,000","£1,000","£1,000",£200,"£2,000,000",£250,True,True,False,Time Limited,2024-09-09,False,False,False,False,0,0,0,0,0,2024-09-08 03:15:36,"Covered for up to £4,000 per condition with £10,000 yearly limit",You'll pay both £159 per condition & 20% of the remaining claim,120.74,12,0
269524524,52184,Animal Friends,Dog,1994.64,"£6,000",Unlimited,£249,20%,True,"£1,500","£1,500","£1,500",£200,"£2,000,000",£250,True,True,False,Lifetime,2024-09-09,False,False,False,False,0,0,0,0,0,2024-09-08 03:15:36,"Covered each year up to £6,000 per condition with unlimited number of conditions",You'll pay both £249 per condition per year & 20% of the remaining claim,166.22,12,0
269524525,52184,Animal Friends,Dog,693.12,"£1,000","£4,000",£159,20%,True,£500,£500,£500,£200,"£2,000,000",£250,True,True,False,Time Limited,2024-09-09,False,False,False,False,0,0,0,0,0,2024-09-08 03:15:36,"Covered for up to £1,000 per condition with £4,000 yearly limit",You'll pay both £159 per condition & 20% of the remaining claim,57.76,12,0
269524526,52184,Animal Friends,Dog,797.64,"£1,000",Unlimited,£159,20%,True,£500,£500,£500,£200,"£2,000,000",£250,True,True,False,Lifetime,2024-09-09,False,False,False,False,0,0,0,0,0,2024-09-08 03:15:36,"Covered each year up to £1,000 per condition with unlimited number of conditions",You'll pay both £159 per condition per year & 20% of the remaining claim,66.47,12,0
269524527,52184,Animal Friends,Dog,748.92,"£1,000",Unlimited,£159,20%,True,£500,£500,£500,£200,"£2,000,000",£250,True,True,False,Max Benefit,2024-09-09,False,False,False,False,0,0,0,0,0,2024-09-08 03:15:36,"Covered for up to £1,000 per condition with unlimited number of conditions",You'll pay both £159 per condition & 20% of the remaining claim,62.41,12,0
269524528,52184,Animal Friends,Dog,1149.6,"£2,000",Unlimited,£159,20%,True,£750,£750,£750,£200,"£2,000,000",£250,True,True,False,Max Benefit,2024-09-09,False,False,False,False,0,0,0,0,0,2024-09-08 03:15:36,"Covered for up to £2,000 per condition with unlimited number of conditions",You'll pay both £159 per condition & 20% of the remaining claim,95.8,12,0
269524529,52184,Animal Friends,Dog,1554.72,"£4,000",Unlimited,£249,20%,True,"£1,000","£1,000","£1,000",£200,"£2,000,000",£250,True,True,False,Max Benefit,2024-09-09,False,False,False,False,0,0,0,0,0,2024-09-08 03:15:36,"Covered for up to £4,000 per condition with unlimited number of conditions",You'll pay both £249 per condition & 20% of the remaining claim,129.56,12,0
269524530,52184,Animal Friends,Dog,1090.2,No limit,"£3,000",£199,20%,True,£600,£600,£600,£200,"£2,000,000",£250,True,True,False,Lifetime,2024-09-09,False,False,False,False,0,0,0,0,0,2024-09-08 03:15:36,"Covered each year up to no limit per condition with £3,000 yearly limit",You'll pay both £199 per condition per year & 20% of the remaining claim,90.85,12,0
269524531,52184,Animal Friends,Dog,1506.72,No limit,"£5,000",£249,20%,True,"£1,200","£1,200","£1,200",£200,"£2,000,000",£250,True,True,False,Lifetime,2024-09-09,False,False,False,False,0,0,0,0,0,2024-09-08 03:15:36,"Covered each year up to no limit per condition with £5,000 yearly limit",You'll pay both £249 per condition per year & 20% of the remaining claim,125.56,12,0
269524532,52184,Animal Friends,Dog,705.72,No limit,"£1,000",£159,20%,True,£600,£600,£600,£200,"£2,000,000",£250,True,True,False,Lifetime,2024-09-09,False,False,False,False,0,0,0,0,0,2024-09-08 03:15:36,"Covered each year up to no limit per condition with £1,000 yearly limit",You'll pay both £159 per condition per year & 20% of the remaining claim,58.81,12,0
269524533,52184,Animal Friends,Dog,1086,No limit,"£2,000",£199,20%,True,£600,£600,£600,£200,"£2,000,000",£250,True,True,False,Lifetime,2024-09-09,False,False,False,False,0,0,0,0,0,2024-09-08 03:15:36,"Covered each year up to no limit per condition with £2,000 yearly limit",You'll pay both £199 per condition per year & 20% of the remaining claim,90.5,12,0
269524534,52184,Animal Friends,Dog,1047,"£1,000",Unlimited,£99,20%,True,£500,£500,£500,£200,"£2,000,000",£250,True,True,False,Lifetime,2024-09-09,False,False,False,False,0,0,0,0,0,2024-09-08 03:15:36,"Covered each year up to £1,000 per condition with unlimited number of conditions",You'll pay both £99 per condition per year & 20% of the remaining claim,87.25,12,0
269524535,52184,Asda Time Limited,Dog,2814.72,"£2,000",Unlimited,£200,10%,True,£750,£750,£750,£250,"£1,000,000",£250,False,True,True,Time Limited,2024-09-09,True,False,False,False,0,0,0,0,0,2024-09-08 03:15:36,"Covered for up to £2,000 per condition with unlimited number of conditions",You'll pay both £200 per condition per year & 10% of the remaining claim,234.56,12,0
269524536,52184,Asda Time Limited,Dog,3719.52,"£5,000",Unlimited,£200,10%,True,"£1,000","£1,000","£1,000",£500,"£1,000,000",£250,False,True,True,Time Limited,2024-09-09,True,False,False,False,0,0,0,0,0,2024-09-08 03:15:36,"Covered for up to £5,000 per condition with unlimited number of conditions",You'll pay both £200 per condition per year & 10% of the remaining claim,309.96,12,0
269524537,52184,Asda Lifetime,Dog,2000.04,No limit,"£2,000",£200,10%,True,"£1,500","£1,500","£1,500",£750,"£1,000,000",£250,False,True,True,Lifetime,2024-09-09,True,False,"£1,000",False,0,0,0,0,0,2024-09-08 03:15:36,"Covered each year up to no limit per condition with £2,000 yearly limit",You'll pay both £200 per condition per year & 10% of the remaining claim,166.67,12,0
269524538,52184,Asda Lifetime,Dog,3999.96,No limit,"£4,000",£200,10%,True,"£2,000","£2,000","£2,000","£1,000","£1,000,000",£250,False,True,True,Lifetime,2024-09-09,True,False,"£1,500",False,0,0,0,0,0,2024-09-08 03:15:36,"Covered each year up to no limit per condition with £4,000 yearly limit",You'll pay both £200 per condition per year & 10% of the remaining claim,333.33,12,0
269524539,52184,Asda Lifetime,Dog,5130.12,No limit,"£6,000",£200,10%,True,"£2,000","£2,000","£2,000","£1,000","£1,000,000",£250,False,True,True,Lifetime,2024-09-09,True,False,"£1,500",False,0,0,0,0,0,2024-09-08 03:15:36,"Covered each year up to no limit per condition with £6,000 yearly limit",You'll pay both £200 per condition per year & 10% of the remaining claim,427.51,12,0
269524540,52184,Asda Lifetime,Dog,5393.52,No limit,"£8,000",£200,10%,True,"£2,000","£2,000","£2,000","£1,000","£1,000,000",£250,False,True,True,Lifetime,2024-09-09,True,False,"£1,500",False,0,0,0,0,0,2024-09-08 03:15:36,"Covered each year up to no limit per condition with £8,000 yearly limit",You'll pay both £200 per condition per year & 10% of the remaining claim,449.46,12,0
269524541,52184,Asda Lifetime,Dog,6553.44,No limit,"£10,000",£200,10%,True,"£2,000","£2,000","£2,000","£1,000","£1,000,000",£250,False,True,True,Lifetime,2024-09-09,True,False,"£1,500",False,0,0,0,0,0,2024-09-08 03:15:36,"Covered each year up to no limit per condition with £10,000 yearly limit",You'll pay both £200 per condition per year & 10% of the remaining claim,546.12,12,0
269524542,52184,Co-Op Insurance - Time Limited,Dog,1714.08,No limit,"£2,000",£200,20%,True,"£1,500","£1,000","£1,000","£1,000","£1,000,000",£250,True,True,True,Time Limited,2024-09-09,True,False,"£1,500",False,0,0,0,0,0,2024-09-08 03:15:36,"Covered for up to no limit per condition with £2,000 yearly limit",You'll pay both £200 per condition per year & 20% of the remaining claim,142.84,12,0
269524543,52184,Co-Op Insurance - Time Limited,Dog,2812.08,No limit,"£5,000",£200,20%,True,"£1,500","£1,000","£1,000","£1,000","£1,000,000",£250,True,True,True,Time Limited,2024-09-09,True,False,"£1,500",False,0,0,0,0,0,2024-09-08 03:15:36,"Covered for up to no limit per condition with £5,000 yearly limit",You'll pay both £200 per condition per year & 20% of the remaining claim,234.34,12,0
269524544,52184,Co-Op Insurance - Lifetime,Dog,999.96,No limit,"£1,000",£200,20%,True,£500,£500,£500,£500,"£1,000,000",£250,True,True,True,Lifetime,2024-09-09,True,False,"£1,000",False,0,0,0,0,0,2024-09-08 03:15:36,"Covered each year up to no limit per condition with £1,000 yearly limit",You'll pay both £200 per condition per year & 20% of the remaining claim,83.33,12,0
269524545,52184,Co-Op Insurance - Lifetime,Dog,2378.64,No limit,"£2,500",£200,20%,True,£500,£500,£500,£500,"£1,000,000",£250,True,True,True,Lifetime,2024-09-09,True,False,"£1,000",False,0,0,0,0,0,2024-09-08 03:15:36,"Covered each year up to no limit per condition with £2,500 yearly limit",You'll pay both £200 per condition per year & 20% of the remaining claim,198.22,12,0
269524546,52184,Co-Op Insurance - Lifetime,Dog,3454.2,No limit,"£5,000",£200,20%,True,"£1,500","£1,000","£1,000","£1,000","£1,000,000",£250,True,True,True,Lifetime,2024-09-09,True,False,"£1,500",False,0,0,0,0,0,2024-09-08 03:15:36,"Covered each year up to no limit per condition with £5,000 yearly limit",You'll pay both £200 per condition per year & 20% of the remaining claim,287.85,12,0
269524547,52184,Co-Op Insurance - Lifetime,Dog,3731.04,No limit,"£7,500",£200,20%,True,"£1,500","£1,000","£1,000","£1,000","£1,000,000",£250,True,True,True,Lifetime,2024-09-09,True,False,"£1,500",False,0,0,0,0,0,2024-09-08 03:15:36,"Covered each year up to no limit per condition with £7,500 yearly limit",You'll pay both £200 per condition per year & 20% of the remaining claim,310.92,12,0
269524548,52184,Co-Op Insurance - Lifetime,Dog,4352.28,No limit,"£10,000",£200,20%,True,"£2,000","£1,500","£2,000","£1,500","£1,000,000",£250,True,True,True,Lifetime,2024-09-09,True,False,"£2,000",False,0,0,0,0,0,2024-09-08 03:15:36,"Covered each year up to no limit per condition with £10,000 yearly limit",You'll pay both £200 per condition per year & 20% of the remaining claim,362.69,12,0
269524549,52184,Co-Op Insurance - Lifetime,Dog,5621.76,No limit,"£16,000",£200,20%,True,"£3,000","£2,000","£3,000","£2,500","£1,000,000",£250,True,True,True,Lifetime,2024-09-09,True,False,"£3,000",False,0,0,0,0,0,2024-09-08 03:15:36,"Covered each year up to no limit per condition with £16,000 yearly limit",You'll pay both £200 per condition & 20% of the remaining claim,468.48,12,0
269524550,52184,Frank Lifetime 1000,Dog,510.48,"£1,000",Unlimited,£200,N/A,True,"£1,000",False,"£1,000",£200,"£2,000,000",£250,False,False,False,Lifetime,2024-09-09,False,"£1,000",False,False,0,0,0,0,0,2024-09-08 03:15:36,"Covered each year up to £1,000 per condition with unlimited number of conditions",You'll pay £200 per condition per year,42.54,12,0
269524551,52184,Frank Lifetime 2000,Dog,903.48,"£2,000",Unlimited,£200,N/A,True,"£1,000",False,"£1,000",£200,"£2,000,000",£250,False,False,False,Lifetime,2024-09-09,False,"£1,000",False,False,0,0,0,0,0,2024-09-08 03:15:36,"Covered each year up to £2,000 per condition with unlimited number of conditions",You'll pay £200 per condition per year,75.29,12,0
269524552,52184,Frank Lifetime 3000,Dog,1117.68,"£3,000",Unlimited,£200,N/A,True,"£1,000",False,"£1,000",£200,"£2,000,000",£250,False,False,False,Lifetime,2024-09-09,False,"£1,000",False,False,0,0,0,0,0,2024-09-08 03:15:36,"Covered each year up to £3,000 per condition with unlimited number of conditions",You'll pay £200 per condition per year,93.14,12,0
269524553,52184,Frank Lifetime 4000,Dog,1351.44,"£4,000",Unlimited,£200,N/A,True,"£1,000",False,"£1,000",£200,"£2,000,000",£250,False,False,False,Lifetime,2024-09-09,False,"£1,000",False,False,0,0,0,0,0,2024-09-08 03:15:36,"Covered each year up to £4,000 per condition with unlimited number of conditions",You'll pay £200 per condition per year,112.62,12,0
269524554,52184,Frank Lifetime 5000,Dog,1542.48,"£5,000",Unlimited,£200,N/A,True,"£1,000",False,"£1,000",£200,"£2,000,000",£250,False,False,False,Lifetime,2024-09-09,False,"£1,000",False,False,0,0,0,0,0,2024-09-08 03:15:36,"Covered each year up to £5,000 per condition with unlimited number of conditions",You'll pay £200 per condition per year,128.54,12,0
269524555,52184,TIE,Dog,53.33,"£2,500",No,£75,15%,True,False,False,False,False,False,False,False,False,False,Accident Only,2024-09-09,False,False,False,False,0,10,0,0,0,2024-09-08 03:15:36,"Covered for up to £2,500 for each accident with no yearly limit",You'll pay both £75 per accident & 15% of the remaining claim,5.87,12,0
269524556,52184,TIE,Dog,423.35,"£1,000",Unlimited,£85,15%,True,£750,£500,£750,£600,"£1,000,000",£250,False,False,False,Time Limited,2024-09-09,False,False,False,False,0,10,0,0,0,2024-09-08 03:15:36,"Covered for up to £1,000 per condition with unlimited number of conditions",You'll pay both £85 per condition & 15% of the remaining claim,46.57,12,0
269524557,52184,TIE,Dog,597.14,"£3,500",Unlimited,£95,15%,True,"£1,000",£750,"£1,000",£650,"£1,000,000",£250,False,False,False,Time Limited,2024-09-09,False,False,False,False,0,10,0,0,0,2024-09-08 03:15:36,"Covered for up to £3,500 per condition with unlimited number of conditions",You'll pay both £95 per condition & 15% of the remaining claim,65.68,12,0
269524558,52184,TIE,Dog,970.13,"£5,000",Unlimited,£105,15%,True,"£1,250","£1,000","£1,250",£700,"£1,000,000",£250,False,False,False,Time Limited,2024-09-09,False,False,False,False,0,10,0,0,0,2024-09-08 03:15:36,"Covered for up to £5,000 per condition with unlimited number of conditions",You'll pay both £105 per condition & 15% of the remaining claim,106.72,12,0
269524559,52184,TIE,Dog,608.91,"£1,500",Unlimited,£85,15%,True,£750,£500,£750,£600,"£1,000,000",£250,False,False,False,Max Benefit,2024-09-09,False,False,False,False,0,10,0,0,0,2024-09-08 03:15:36,"Covered for up to £1,500 per condition with unlimited number of conditions",You'll pay both £85 per condition & 15% of the remaining claim,66.98,12,0
269524560,52184,TIE,Dog,960.47,"£4,000",Unlimited,£95,15%,True,"£1,000",£750,"£1,000",£650,"£1,000,000",£250,False,False,False,Max Benefit,2024-09-09,False,False,False,False,0,10,0,0,0,2024-09-08 03:15:36,"Covered for up to £4,000 per condition with unlimited number of conditions",You'll pay both £95 per condition & 15% of the remaining claim,105.66,12,0
269524561,52184,TIE,Dog,1353.15,"£6,000",Unlimited,£105,15%,True,"£1,250","£1,000","£1,250",£700,"£1,000,000",£250,False,False,False,Max Benefit,2024-09-09,False,False,False,False,0,10,0,0,0,2024-09-08 03:15:36,"Covered for up to £6,000 per condition with unlimited number of conditions",You'll pay both £105 per condition & 15% of the remaining claim,148.84,12,0
269524562,52184,TIE,Dog,753.22,"£2,000",Unlimited,£135,25%,True,£750,£500,£750,£600,"£1,000,000",£250,False,False,False,Lifetime,2024-09-09,False,False,False,False,0,10,0,0,0,2024-09-08 03:15:36,"Covered each year up to £2,000 per condition with unlimited number of conditions",You'll pay both £135 per condition per year & 25% of the remaining claim,82.86,12,0
269524563,52184,TIE,Dog,1295.22,"£4,500",Unlimited,£145,25%,True,"£1,000",£750,"£1,000",£650,"£1,000,000",£250,False,False,False,Lifetime,2024-09-09,False,False,False,False,0,10,0,0,0,2024-09-08 03:15:36,"Covered each year up to £4,500 per condition with unlimited number of conditions",You'll pay both £145 per condition per year & 25% of the remaining claim,142.47,12,0
269524564,52184,TIE,Dog,1588.06,"£6,500",Unlimited,£155,25%,True,"£1,250","£1,000","£1,250",£700,"£1,000,000",£250,False,False,False,Lifetime,2024-09-09,False,False,False,False,0,10,0,0,0,2024-09-08 03:15:36,"Covered each year up to £6,500 per condition with unlimited number of conditions",You'll pay both £155 per condition per year & 25% of the remaining claim,174.69,12,0
269524565,52184,LV,Dog,1092.32,"£1,500",Unlimited,£75,N/A,True,"£1,500","£1,500","£1,500","£1,500","£2,000,000",£250,False,True,True,Time Limited,2024-09-09,True,"£1,500","£2,000",£250,0,0,0,0,0,2024-09-08 03:15:36,"Covered for up to £1,500 per condition with unlimited number of conditions",You'll pay £75 per condition,91.03,12,0
269524566,52184,LV,Dog,1451.23,"£2,500",Unlimited,£75,N/A,True,"£1,500","£1,500","£1,500","£1,500","£2,000,000",£250,False,True,True,Time Limited,2024-09-09,True,"£1,500","£2,000",£250,0,0,0,0,0,2024-09-08 03:15:36,"Covered for up to £2,500 per condition with unlimited number of conditions",You'll pay £75 per condition,120.94,12,0
269524567,52184,Napo Comfort,Dog,1819.74,No limit,"£4,000",£99,20%,True,"£1,000",£500,"£1,000","£1,000","£1,500,000",£250,True,True,False,Lifetime,2024-09-09,False,"£1,000","£1,000",False,0,0,0,0,0,2024-09-08 03:15:36,"Covered each year up to no limit per condition with £4,000 yearly limit",You'll pay both £99 per condition per year & 20% of the remaining claim,151.65,12,0
269524568,52184,Napo Balance,Dog,2702.48,No limit,"£8,000",£99,20%,True,"£2,000","£1,000","£2,000","£2,000","£2,000,000",£250,True,True,False,Lifetime,2024-09-09,False,"£2,000","£2,000",False,0,0,0,0,0,2024-09-08 03:15:36,"Covered each year up to no limit per condition with £8,000 yearly limit",You'll pay both £99 per condition per year & 20% of the remaining claim,225.21,12,0
